what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1453665215599
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1453665215599
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1453665215600
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1453665215600
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1453665215602
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1453665215603
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1453665215603
os,sysinfo,,,"win32",1453665215605
arch,sysinfo,,,"x86",1453665215605
ws,sysinfo,,,"win32",1453665215605
locale,sysinfo,,,"en_GB",1453665215605
processors,sysinfo,,,"8",1453665215605
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1453665215605
java.runtime.version,sysinfo,,,"1.8.0_66-b18",1453665215605
java.specification.name,sysinfo,,,"Java Platform API Specification",1453665215605
java.specification.vendor,sysinfo,,,"Oracle Corporation",1453665215605
java.specification.version,sysinfo,,,"1.8",1453665215605
java.vendor,sysinfo,,,"Oracle Corporation",1453665215605
java.version,sysinfo,,,"1.8.0_66",1453665215605
java.vm.info,sysinfo,,,"mixed mode",1453665215605
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1453665215605
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1453665215605
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1453665215605
java.vm.specification.version,sysinfo,,,"1.8",1453665215605
java.vm.vendor,sysinfo,,,"Oracle Corporation",1453665215605
java.vm.version,sysinfo,,,"25.66-b18",1453665215605
opened,view,org.eclipse.dltk.ui,2.0.0.v20100909-1720,"org.eclipse.dltk.ui.TypeHierarchy",1453665225853
